Time,V1,V2,V3,V4,V5,Amount,Class
15795,-1.1118801180469204,0.31890218468938336,0.2790412922001377,1.0105152848065264,-0.580878134023515,60.78,0
28693,-0.5251698071781478,-2.439105815056023,0.6034412250381314,-0.2510439680857766,-0.16386711649477018,289.0,0
66803,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,345.83,0
48555,-0.2916937497932768,-0.5336488038424868,-0.005527862320126283,-0.22945045383195653,0.38934891325612325,325.88,0
77189,0.3229997972782976,-1.3934169408727037,-2.1783342468237086,-1.043896408234835,0.17269370652551178,118.6,0
91387,0.32419876755273175,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,529.37,0
86779,-1.5099572822166087,0.7215024623586457,-0.8434199233592846,-0.5133254053971662,-0.04353680247349791,150.7,0
48190,-0.2753009102463928,0.5821227947130392,0.8877484595933572,0.8943323301087615,0.7549977972447358,23.08,0
52251,0.33126343140356396,0.9755451271223592,-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,392.36,0
24538,-1.1962066240806708,-2.044423021819915,1.0694808861969303,-0.93376284091205,0.7842081876539384,88.74,0
206,-0.39863839001520124,-0.060864087474746136,-1.4187504585914028,1.042491617339421,0.9035324906258424,86.02,0
33827,0.019000331062149763,0.1357538294764863,0.6080896620009615,0.7049813113327208,0.3609233775911353,293.73,0
2693,-1.4824242468589133,-0.22884751623901617,0.9626412899997022,-0.20969243683699806,-0.7740429307465039,132.16,0
30080,-0.35977814529198754,-0.39210815313215763,-1.4635149481321186,0.29612027706457605,0.26105527217988933,2.09,0
94856,1.9451156144867858,-0.15333645751614036,-0.9069872254048804,-0.8173541551228293,-0.483122678751293,245.0,0
51005,-0.5698283483984036,-0.018550804511640224,-1.6735046219902232,-1.0725318344356576,-0.9925861794031905,11.28,0
854,0.4777540994335271,-0.25902864473889053,-0.5747092076133995,-0.42149822033988354,0.33982096418664376,83.14,0
98506,-0.0073801499445730065,-1.321876950633439,-0.6682466991324123,-0.13729100367927022,1.4013215646936243,1229.92,0
80623,-0.44280234490564224,0.3782266147408522,1.9338398009281186,0.080970805944567,-0.41645636355137505,74.63,0
95742,0.8575032515881125,0.6490867326291062,-1.2228735366753067,0.5363360323820653,-0.9146909312612774,146.69,0
37504,1.1692076469526225,0.8733169690894266,0.20565013400667065,-1.4434833516962386,-1.0277108640884889,57.7,0
16371,0.741240635045218,-1.6074832345612275,0.1846338585323042,0.25988279424842353,0.7818228717773104,124.21,0
15151,0.10871179962738556,0.10576364702776062,0.9206667157130712,-0.22672245554936182,0.6530483110497608,260.74,0
38360,1.1026874654627117,0.17483301199147133,-1.216854892359239,1.0493473923208656,1.325105661514201,76.18,0
23328,-1.330074065514785,-0.02528762557112797,1.343168212296779,-0.7345476499475264,-0.9598946321139062,234.62,0
45525,1.1049282184501492,-0.8895144296255233,-0.8158102849654383,-0.0771017094141042,0.3411519748166439,667.82,0
49377,1.30034514799654,-1.343523764067433,0.8501205821238573,0.39433995146482975,-0.004695994673559281,254.59,0
73744,-1.5708119835276153,-0.011583319781993704,0.19059870511452282,0.606975709568625,-0.34890118277275145,413.16,0
3420,0.47323762457354485,-0.07282891265687277,-0.846793718068405,-1.5148472246858646,-0.4465149520670211,55.72,0
23093,0.8563987943234723,0.6300749386010076,1.7629374723032283,0.23095372294513286,-0.8089368913903612,1383.17,0
82074,-1.025499869720156,-1.1830396113350525,0.44977403848873365,1.7789243438859612,-0.6669433749565127,88.8,0
88891,-1.691818256250303,0.5150476863060479,3.852731490654721,0.570890510693167,1.135565640180599,363.17,0
91083,-1.560557072437269,2.0003480891061036,-1.2001317377301632,1.201380444217691,0.14983371633959786,86.41,0
53006,0.14090736807132184,-0.8931202736292231,-0.33481724739473373,1.560380141132879,0.12855100007108114,72.94,0
87235,-0.3914018120818318,0.43802259742167515,1.663769789448251,-0.7392364314551072,-0.10719447516112607,170.49,0
25945,-0.4862172857531241,0.5049872789804571,0.8657551941701215,-1.2002964070557762,-0.3345012358409484,51.04,0
7805,0.18385551440955836,0.5778971350988347,2.1346412480074077,0.22684882198078649,1.6554616253789212,14.67,0
69042,-0.46292542206364823,-0.237391961206669,1.8720056804723042,-0.019442140899548193,-0.9325916565610811,192.44,0
59101,-0.42004746462751613,0.13920411095681615,0.0018136111946762308,0.7559352817916524,1.9335426294299916,287.02,0
30977,0.4138748372508074,0.06980208499001891,-0.3853135968617602,0.11351734525124804,0.6621306745210467,147.39,0
4000,0.48121772842812693,0.46705717272888814,1.1370174186334576,0.4468901447740677,-1.1449485200714016,96.05,0
3373,0.5913161169279817,-0.4864327660523606,0.2075982612857199,0.8849904671866655,-0.4645297486449678,7.06,0
20358,0.35701548596504734,-0.6929095952606542,0.8995998754332507,0.30729952087660933,0.8128621188389601,99.4,0
18888,0.6296288419236122,1.8704238978155172,1.6880170323689148,-0.6152452157694905,0.3827994671507864,86.31,0
88726,1.5528597758393257,-0.43951787547427723,-0.40791535277129576,0.2616230559724664,0.012146509073225323,525.4,0
66234,0.9309340839740791,0.39204188973259585,-0.12452524759368423,-0.20020489573106967,2.024720998001007,203.79,0
89112,-1.4406527388068167,0.2693176542525386,1.8136665758789074,0.4045828951175248,0.09007258698166123,546.94,0
50343,0.08273043580047901,-0.4710383056183228,0.2320499373576363,-1.4480843414973241,-1.4074637743765552,502.67,0
37080,-1.7432852472117588,1.0694779520408695,-0.16386526346296804,1.8607780541191659,1.4782521148224634,85.79,0
15485,-0.8794678402467568,-0.3023242420763079,-0.004562828990296256,-0.6823426011201539,-0.04819548553581296,37.95,0
42344,0.8401711592784255,1.1333420250690736,-0.539745359324594,-1.4199616329916904,-0.8469337372476631,225.47,0
67641,-0.04524962373931993,0.22409248181041677,0.01259240078179486,0.09767609854883172,-0.7730097838554665,1045.07,0
17640,-0.7018134425276003,-0.9671110546009667,1.4367546725495532,-0.7016999770078298,-0.1432832587170799,33.87,0
9337,-0.600604681249585,-0.1577239582541034,-1.3550579555179323,1.0326004040179766,-1.810131324996016,24.28,0
20159,-0.494893427565281,-0.04947955278319797,-0.6453222091974863,-1.6006110090276338,-1.5145748438162376,42.88,0
45445,0.6796596691634188,-1.3202332070206422,1.8314587658543537,1.179440120721287,-0.4691756521047048,1309.28,0
62292,-0.6157858447677114,1.4361834680777659,0.25866691201021697,1.232514211736251,0.21868309227614088,229.29,0
80642,-0.4843756919693036,1.5162333229338962,0.31245848109794744,-0.31302370821644054,-1.5991234725374825,41.49,0
17100,0.33317329483982455,-0.25790216454354326,-3.4781692136365563,-0.2682630619495127,-0.5179122558056343,508.48,0
24285,0.8928253642988553,0.4137127999520743,1.3420885043059152,-2.6087880096843756,-0.6550852838240782,460.67,0
92234,-0.43365032677184717,-0.34230863862439936,-1.7308731037655674,1.444338791981811,0.8860635602461532,128.43,0
97239,-0.13707782104185295,-0.2632417125719598,0.5348092900812669,1.9059072369269943,0.2276023209304917,477.59,0
85392,-1.7033824393551547,-0.05554769889661878,0.3840654489393073,-0.03269474809409311,-2.0674421000398766,301.05,0
6254,-0.08912003951278841,-1.1012519048471119,0.48767327492329376,0.7473680316118015,-0.2906923080310432,192.71,0
75697,-1.3656647864836557,0.5041068596905343,-0.503237485665748,1.0453127930076107,-0.23585980815067698,238.7,0
16907,-0.07676390902833202,-0.553649305347182,-1.1978778925888485,1.9647251329163893,0.03526355197172861,12.03,0
5240,0.12250549833951899,1.9734608916025578,-0.37905764618232096,-1.0595791462166488,0.18150697762731,1286.17,0
55,-0.7752317936676876,2.3741417434005965,-0.31072426461719377,-0.6265241826885438,-2.1921300562419788,412.87,0
5126,0.866849063342143,0.47103683141802105,-0.3582092004907793,0.9018634370178872,-0.8712468811149293,401.14,0
1062,-0.22674942729822584,-1.0612626329465904,-0.6543733461130157,-0.773224970452823,-0.3507892451728689,663.62,0
7561,-0.007972641316617372,1.4799441388900259,0.0773683076476183,-0.8612842013282637,1.5231240772696573,169.51,0
60004,0.5389100436846587,1.395731935928564,-1.3096492900118983,-1.9137775802683563,0.941284578060475,1291.86,0
58656,-0.20623895895586652,-2.2779504178105574,0.7974842044783146,0.14520406028545818,1.7951645566389633,515.88,0
10954,-0.07450764653117267,-1.6694052811213718,0.543360192379935,-0.6626237589458467,0.5705986685931593,117.33,0
49376,0.21586064818900524,1.7089956631888337,0.9874930057007224,0.764204388001908,0.012951537954094748,806.54,0
47362,-0.8756987416672425,-0.14855140500704944,-0.4074601376352653,-0.6019686788963846,0.7602510946353603,343.24,0
93070,-2.4716445001272893,-0.7968952554704768,0.57707212718054,-0.2030453860429927,0.37114587337130883,835.84,0
5415,-0.6039851867158206,0.5793034368722204,0.49729177783077516,0.7628472907981209,0.6379666990209654,523.12,0
19282,0.2897748568964129,2.075400798645439,0.8711247034316923,-0.32602353216784113,1.2012139221639448,173.48,0
11954,-0.4080753730215514,0.7079243669696743,2.2084505258661813,1.998049542287028,-1.5795207573125938,131.72,0
18381,-2.2890612569329973,1.4324819174525059,1.214722059686548,-0.8808636444882607,-0.8818788950440642,632.67,0
25053,0.5126049723762208,0.18186625505849516,0.24822058630033608,-0.4593608995402441,-0.8498443694647918,85.7,0
67779,1.5097713124596235,0.4020344800469221,-0.347526733772955,0.8291386845852685,1.286974963849594,48.73,0
3756,-0.4446375582456402,0.8696059201056602,1.355637858804951,0.41343490322370086,1.876795812558066,87.03,0
77834,-0.11197252059461717,0.3264233650707143,-0.40694423387208134,-1.4522040434708976,0.8136885759566508,728.62,0
17368,-1.5011644483430868,0.8678490366631822,-0.9365140174967367,-0.8755250268118666,0.20461020952491282,753.07,0
53028,-0.7904744554453119,0.4714683571359957,1.8820244964750337,1.3454200461549777,1.593186626639397,817.1,0
13718,-0.5112156764311852,-0.329273707055818,-0.4702814467294437,-0.4024511086268375,-0.42913803506759063,545.11,0
53173,2.5386911017374865,0.5239526671077938,-0.5880868263145528,-0.13340085789154404,1.070996467205255,1.39,0
25150,-0.5828006014129976,1.0517834670159,-0.24736775086010465,-0.06547735375746008,0.8074173610828009,196.66,0
6783,-0.2595913513636048,-1.5031429531181062,-0.24574306408594432,-0.2727235697476705,-2.6968866429415717,738.99,0
94270,-0.05429486651781221,-0.9069034941417542,-0.7206322353031837,0.07840892250607703,-1.4847015715170722,1113.23,0
52853,0.10985294695474446,1.1296494849723704,-0.5783139229273008,-0.9105578447398801,-0.8708646476463285,166.95,0
93501,-1.6119611796500846,-0.5736620068802363,-0.5468589412403921,-0.03275327021599839,-0.543424771133765,249.61,0
64077,0.23481408679556656,1.8180196079611155,-1.534678481982756,2.796032708335277,1.591717323188156,32.6,0
12342,-0.01792357356185398,-0.14987796676246168,0.5277647609316608,0.8332238776207417,-1.326539016109759,157.65,0
26399,0.9356783931474612,1.2715550949941588,0.7216720640432351,-1.1290517712172292,-0.5245202662797737,317.31,0
64929,0.48937456122791806,1.2498053194112153,0.42032458718452065,-0.2758095656019917,-1.0575312514333424,117.46,0
4425,-1.6697791720684,1.7646869342627187,-1.2415012309491225,-0.8163054090548456,1.3157665082821597,93.62,0
78757,-1.7531070469382153,-0.6273105416773042,1.2516514713998244,-0.3669731988803826,0.47239664283935817,1101.28,0
45648,-0.037634702424848364,1.1033018820165215,0.11422764866203965,0.1503017614618776,-0.36361221221385587,93.87,0
99608,-0.056945623721067457,-0.6228545031012834,-0.4181430340092719,-1.2884473797573248,0.10081742225405217,95.36,0
97425,1.3467459786409957,0.1267931596804698,-0.7596393804782222,-0.0033508696589735886,-0.06898066034579202,382.11,0
16725,-2.578215429662492,0.25602973431387566,0.9826909839455139,1.6654744444625766,1.0143700650181304,57.85,0
